,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,OBPM,DBPM,BPM,VORP,Year,UID,Salary,Cap%
704,Enes Kanter,C,21,UTA,80,37,26.7,5.2,10.7,0.0,0.0,5.2,10.7,1.9,2.6,2.8,4.7,7.5,0.9,0.4,0.5,1.8,2.9,12.3,1.3,0.9,2.2,-1.2,-2.4,-3.6,-0.9,2014,kanteen01,  4753320 ,0.07537175929596449
705,Sergey Karasev,SF,20,CLE,22,1,7.1,0.5,1.6,0.2,0.9,0.4,0.7,0.4,0.5,0.0,0.7,0.7,0.3,0.1,0.0,0.5,1.0,1.7,-0.2,0.1,-0.1,-7.5,-0.9,-8.4,-0.3,2014,karasse01,  1467840 ,0.023275033695393643
706,Ryan Kelly,PF,22,LAL,59,25,22.2,2.7,6.3,0.8,2.4,1.8,3.9,1.9,2.3,0.7,3.0,3.7,1.6,0.5,0.8,0.8,2.5,8.0,1.5,0.7,2.2,-1.4,-0.1,-1.5,0.2,2014,kellyry01,  490180 ,0.00777261555537937
707,Michael Kidd-Gilchrist,SF,20,CHA,62,62,24.2,2.7,5.7,0.0,0.1,2.7,5.5,1.8,3.0,1.8,3.5,5.2,0.8,0.7,0.6,1.0,2.3,7.2,0.9,2.2,3.1,-2.9,0.8,-2.1,0.0,2014,kiddgmi01,  4809840 ,0.07626797748354872
708,Andrei Kirilenko,PF,32,BRK,45,4,19.0,1.8,3.6,0.0,0.1,1.8,3.4,1.4,2.6,1.2,2.0,3.2,1.6,0.9,0.4,1.2,1.4,5.0,0.4,0.9,1.3,-1.1,0.8,-0.4,0.4,2014,kirilan01,  3183000 ,0.050471735510980734
709,Brandon Knight,PG,22,MIL,72,69,33.3,6.4,15.2,1.5,4.7,4.9,10.5,3.6,4.5,0.6,2.9,3.5,4.9,1.0,0.2,2.6,2.0,17.9,2.4,0.4,2.8,1.7,-2.2,-0.5,0.9,2014,knighbr03,  2947800 ,0.04674225005946246
710,Kyle Korver,SG,32,ATL,71,71,33.9,4.1,8.6,2.6,5.5,1.5,3.1,1.2,1.3,0.3,3.7,4.0,2.9,1.0,0.3,1.4,2.1,12.0,3.9,2.0,5.9,0.9,0.2,1.1,1.9,2014,korveky01,  6760563 ,0.10719992071672084
711,Kosta Koufos,C,24,MEM,80,22,16.9,2.8,5.7,0.0,0.0,2.8,5.7,0.8,1.2,2.0,3.2,5.2,0.5,0.4,0.9,0.8,2.3,6.4,1.3,2.2,3.5,-1.5,0.1,-1.5,0.2,2014,koufoko01,  3000000 ,0.047569967493855544
712,Doron Lamb,SG,22,ORL,53,0,13.1,1.2,3.0,0.7,1.7,0.5,1.3,0.5,0.7,0.2,0.8,0.9,0.8,0.2,0.0,0.5,1.0,3.6,0.3,0.2,0.5,-3.0,-1.6,-4.6,-0.5,2014,lambdo01,  788872 ,0.012508871798937605
713,Jeremy Lamb,SG,21,OKC,78,0,19.7,3.4,7.8,1.1,3.2,2.2,4.6,0.7,0.8,0.3,2.1,2.4,1.5,0.7,0.3,0.8,1.8,8.5,1.4,1.8,3.3,-0.1,0.2,0.1,0.8,2014,lambje01,  2111160 ,0.033475937524776025
714,Carl Landry,PF,30,SAC,18,1,12.9,1.7,3.3,0.0,0.0,1.7,3.3,0.8,0.9,0.8,2.3,3.2,0.3,0.2,0.1,0.5,1.9,4.2,0.3,0.1,0.4,-2.4,-0.7,-3.1,-0.1,2014,landrca01,  6500000 ,0.10306826290335368
715,Shane Larkin,PG,21,DAL,48,0,10.2,1.1,2.9,0.3,0.8,0.8,2.1,0.3,0.5,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8,-0.4,0.3,-0.1,-3.8,0.0,-3.8,-0.2,2014,larkish01,  1536960 ,0.024371045746452075
716,Ty Lawson,PG,26,DEN,62,61,35.8,5.6,13.0,1.2,3.3,4.4,9.7,5.2,6.5,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,17.6,4.8,1.5,6.3,2.9,-0.5,2.3,2.5,2014,lawsoty01,  10786517 ,0.17103808768730674
717,Ricky Ledo,SG,21,DAL,11,0,3.0,0.5,1.5,0.3,0.7,0.3,0.8,0.4,0.4,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.2,1.7,0.0,0.0,0.0,-1.4,-2.5,-3.9,0.0,2014,ledori01,  550000 ,0.00872116070720685
718,Courtney Lee,SG,28,TOT,79,47,25.0,3.7,7.8,0.9,2.5,2.8,5.3,1.3,1.4,0.4,2.0,2.4,1.5,0.8,0.4,0.9,1.6,9.6,2.8,1.9,4.7,0.1,0.8,0.9,1.5,2014,leeco01,  5225000 ,0.08285102671846507
719,David Lee,PF,30,GSW,69,67,33.2,7.4,14.2,0.0,0.0,7.4,14.2,3.3,4.3,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,18.2,4.1,3.5,7.6,1.1,0.3,1.3,1.9,2014,leeda02,  13878000 ,0.22005866962657575
720,Alex Len,C,20,PHO,42,3,8.6,0.8,1.9,0.0,0.0,0.8,1.9,0.5,0.7,0.9,1.4,2.4,0.1,0.1,0.4,0.6,1.6,2.0,-0.2,0.4,0.2,-5.9,-0.7,-6.6,-0.4,2014,lenal01,  3492720 ,0.05538285895504638
721,Kawhi Leonard,SF,22,SAS,66,65,29.1,5.1,9.8,1.0,2.8,4.1,7.0,1.5,1.9,1.2,5.1,6.2,2.0,1.7,0.8,1.2,1.9,12.8,3.8,3.9,7.7,2.1,3.0,5.1,3.5,2014,leonaka01,  1991760 ,0.031582652818520573
722,Meyers Leonard,C,21,POR,40,0,8.9,1.0,2.3,0.0,0.2,1.0,2.1,0.4,0.5,0.7,2.1,2.8,0.5,0.2,0.1,0.4,1.9,2.5,0.2,0.5,0.6,-4.7,0.8,-4.0,-0.2,2014,leoname01,  2222160 ,0.03523602632204868
723,Jon Leuer,PF,24,MEM,49,0,13.1,2.5,5.0,0.5,1.0,2.0,4.0,0.8,1.0,0.8,2.5,3.2,0.4,0.4,0.3,0.6,1.3,6.2,1.1,0.9,2.0,1.0,0.0,1.0,0.5,2014,leuerjo01,  900000 ,0.014270990248156664
724,Rashard Lewis,SF,34,MIA,60,6,16.2,1.6,3.9,0.8,2.2,0.9,1.7,0.4,0.6,0.4,1.4,1.8,1.0,0.9,0.1,0.6,1.5,4.5,0.5,1.1,1.7,-1.3,1.0,-0.3,0.4,2014,lewisra02,  1399507 ,0.022191500832474433
725,DeAndre Liggins,SG,25,MIA,1,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.1,-0.6,41.5,0.0,2014,liggide01,  104034 ,0.0016496313327519225
726,Damian Lillard,PG,23,POR,82,82,35.8,6.7,15.9,2.7,6.8,4.1,9.1,4.5,5.2,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,7.8,1.8,9.6,3.8,-0.6,3.2,3.9,2014,lillada01,  3202920 ,0.05078760009513993
727,Jeremy Lin,PG,25,HOU,71,33,28.9,4.2,9.3,1.2,3.2,3.0,6.1,3.1,3.7,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3,12.5,2.8,1.6,4.4,0.2,-0.4,-0.2,0.9,2014,linje01,  8374646 ,0.13279387933084913
728,Shaun Livingston,PG,28,BRK,76,54,26.0,3.1,6.4,0.0,0.1,3.1,6.3,2.1,2.5,0.9,2.4,3.2,3.2,1.2,0.4,1.4,2.3,8.3,2.6,1.8,4.4,-0.6,1.1,0.4,1.2,2014,livinsh01,  1265977 ,0.02007416157932292
729,Brook Lopez,C,25,BRK,17,17,31.4,7.6,13.5,0.0,0.1,7.6,13.4,5.5,6.8,2.3,3.7,6.0,0.9,0.5,1.8,1.6,3.1,20.7,1.9,0.5,2.3,4.0,-0.3,3.7,0.8,2014,lopezbr01,  14693906 ,0.23299621025925632
730,Robin Lopez,C,25,POR,82,82,31.7,4.3,7.9,0.0,0.0,4.3,7.8,2.4,3.0,4.0,4.6,8.5,0.9,0.3,1.7,1.0,2.4,11.1,7.0,2.6,9.5,1.2,-0.1,1.2,2.1,2014,lopezro01,  5904261 ,0.09362183461507968
731,Kevin Love,PF,25,MIN,77,77,36.3,8.4,18.5,2.5,6.6,6.0,11.9,6.8,8.2,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,10.6,3.7,14.3,8.3,0.6,8.9,7.7,2014,loveke01,  14693906 ,0.23299621025925632
732,Kyle Lowry,PG,27,TOR,79,79,36.2,5.8,13.7,2.4,6.3,3.4,7.3,4.0,4.9,1.1,3.6,4.7,7.4,1.5,0.2,2.5,3.4,17.9,8.4,3.3,11.7,4.1,0.6,4.7,4.8,2014,lowryky01,  6210000 ,0.09846983271228098
733,John Lucas III,PG,31,UTA,42,6,14.1,1.5,4.5,0.6,2.0,0.9,2.5,0.2,0.4,0.3,0.6,0.9,1.0,0.3,0.0,0.5,1.0,3.8,-0.7,0.0,-0.7,-4.1,-1.7,-5.9,-0.6,2014,lucasjo02,  1600000 ,0.02537064933005629
734,Shelvin Mack,PG,23,ATL,73,11,20.4,2.9,6.9,0.8,2.5,2.0,4.3,0.9,1.0,0.3,1.9,2.2,3.7,0.7,0.0,1.2,1.4,7.5,1.2,1.2,2.3,-0.6,-0.5,-1.1,0.3,2014,macksh01,  884293 ,0.014021929755014668
735,Ian Mahinmi,C,27,IND,77,1,16.2,1.2,2.5,0.0,0.0,1.2,2.4,1.2,1.9,1.4,1.9,3.3,0.3,0.5,0.9,0.8,2.7,3.5,0.7,2.7,3.3,-4.1,2.7,-1.3,0.2,2014,mahinia01,  4000000 ,0.06342662332514072
736,Shawn Marion,SF,35,DAL,76,76,31.7,4.5,9.3,0.8,2.1,3.7,7.2,0.7,0.9,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,10.4,2.2,2.1,4.3,0.1,0.1,0.2,1.3,2014,mariosh01,  9316796 ,0.14773322762229446
737,Kendall Marshall,PG,22,LAL,54,45,29.0,3.1,7.8,1.3,3.3,1.8,4.5,0.4,0.7,0.3,2.6,2.9,8.8,0.9,0.1,2.8,1.4,8.0,0.6,0.3,0.9,0.0,-2.4,-2.4,-0.2,2014,marshke01,  547570 ,0.008682629033536827
738,Kendall Marshall,PG,22,LAL,54,45,29.0,3.1,7.8,1.3,3.3,1.8,4.5,0.4,0.7,0.3,2.6,2.9,8.8,0.9,0.1,2.8,1.4,8.0,0.6,0.3,0.9,0.0,-2.4,-2.4,-0.2,2014,marshke01,  2005560 ,0.03180147466899231
739,Cartier Martin,SF,29,TOT,59,6,14.7,1.9,4.5,1.0,2.6,0.9,1.9,0.8,1.1,0.2,1.6,1.9,0.6,0.5,0.1,0.6,1.2,5.6,0.5,0.8,1.3,-0.9,-0.3,-1.3,0.2,2014,martica01,  876332 ,0.013895694917941806
740,Cartier Martin,SF,29,TOT,59,6,14.7,1.9,4.5,1.0,2.6,0.9,1.9,0.8,1.1,0.2,1.6,1.9,0.6,0.5,0.1,0.6,1.2,5.6,0.5,0.8,1.3,-0.9,-0.3,-1.3,0.2,2014,martica01,  120873 ,0.0019166415602949339
741,Kenyon Martin,PF,36,NYK,32,15,19.8,2.0,3.8,0.0,0.0,2.0,3.8,0.3,0.6,1.1,3.1,4.2,1.6,0.8,0.8,0.8,2.7,4.3,0.5,0.7,1.2,-2.2,2.1,0.0,0.3,2014,martike01,  1399507 ,0.022191500832474433
742,Kevin Martin,SG,30,MIN,68,68,32.0,6.5,15.0,1.7,4.4,4.8,10.7,4.5,5.0,0.5,2.5,3.0,1.8,1.0,0.1,1.6,1.8,19.1,3.8,1.5,5.3,1.1,-0.8,0.3,1.3,2014,martike02,  6500000 ,0.10306826290335368
743,Roger Mason,SG,33,MIA,25,2,10.4,1.0,2.7,0.7,1.9,0.3,0.8,0.3,0.3,0.0,0.8,0.9,0.8,0.2,0.0,0.4,1.0,3.0,0.1,0.2,0.3,-1.9,-0.8,-2.7,0.0,2014,masonro01,  1272279 ,0.02017409022437168
744,Wesley Matthews,SG,27,POR,82,82,33.9,5.4,12.3,2.5,6.2,3.0,6.1,3.1,3.7,0.6,2.9,3.5,2.4,0.9,0.2,1.3,2.1,16.4,6.3,1.9,8.2,1.9,0.1,1.9,2.7,2014,matthwe02,  6875480 ,0.10902212003488464
745,Jason Maxiell,PF,30,ORL,34,13,14.4,1.4,3.1,0.0,0.0,1.4,3.1,0.4,0.9,0.8,1.7,2.5,0.3,0.2,0.6,0.4,1.4,3.2,-0.1,0.4,0.3,-4.2,0.0,-4.2,-0.3,2014,maxieja01,  2500000 ,0.039641639578212956
746,Eric Maynor,PG,26,TOT,31,0,10.5,1.0,3.3,0.4,1.2,0.6,2.1,0.2,0.4,0.3,1.0,1.3,1.7,0.3,0.1,0.9,0.5,2.6,-0.6,0.2,-0.4,-4.4,-1.6,-6.0,-0.3,2014,maynoer01,  2016000 ,0.03196701815587093
747,O.J. Mayo,SG,26,MIL,52,23,25.9,4.3,10.6,1.6,4.4,2.7,6.2,1.5,1.7,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1,11.7,0.0,0.0,0.1,-1.0,-2.4,-3.4,-0.5,2014,mayooj01,  8000000 ,0.12685324665028144
748,Luc Mbah a Moute,PF-SF,27,TOT,64,7,15.7,1.4,3.0,0.1,0.3,1.3,2.8,0.7,1.0,0.9,1.4,2.3,0.6,0.5,0.2,0.6,1.1,3.5,0.2,0.8,1.0,-3.0,0.2,-2.8,-0.2,2014,mbahalu01,  4588384 ,0.07275642590977563
749,Ray McCallum,PG,22,SAC,45,10,19.9,2.5,6.7,0.5,1.3,2.0,5.4,0.7,1.0,0.4,1.4,1.8,2.7,0.5,0.2,0.9,1.5,6.2,0.0,0.4,0.4,-2.3,-0.8,-3.1,-0.3,2014,mccalra01,  524616 ,0.008318655355585507
750,JaVale McGee,C,26,DEN,5,5,15.8,3.4,7.6,0.0,0.0,3.4,7.6,0.2,0.2,2.0,1.4,3.4,0.4,0.2,1.4,1.6,3.2,7.0,-0.1,0.1,-0.1,-6.3,-0.1,-6.5,-0.1,2014,mcgeeja01,  10750000 ,0.1704590501863157
751,Ben McLemore,SG,20,SAC,82,55,26.7,3.1,8.3,1.2,3.6,2.0,4.7,1.4,1.7,0.6,2.2,2.9,1.0,0.5,0.2,1.2,2.5,8.8,-0.1,0.9,0.8,-2.9,-1.1,-4.0,-1.1,2014,mclembe01,  2895960 ,0.04592024102116864
752,Josh McRoberts,PF,26,CHA,78,78,30.3,3.2,7.3,1.3,3.7,1.8,3.5,0.8,1.1,1.1,3.7,4.8,4.3,0.7,0.6,1.1,2.4,8.5,3.5,3.0,6.5,0.5,1.5,2.0,2.3,2014,mcrobjo01,  2652000 ,0.042051851264568306
753,Jodie Meeks,SG,26,LAL,77,70,33.2,5.4,11.6,2.1,5.2,3.3,6.3,2.9,3.4,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5,15.7,3.8,0.7,4.5,0.4,-0.5,-0.1,1.2,2014,meeksjo01,  1550000 ,0.02457781653849203
754,Gal Mekel,PG,25,DAL,31,1,9.4,1.0,2.8,0.2,0.6,0.8,2.1,0.3,0.4,0.2,0.7,0.9,2.0,0.1,0.0,1.0,1.0,2.4,-0.5,0.1,-0.4,-4.9,-2.7,-7.6,-0.4,2014,mekelga01,  490180 ,0.00777261555537937
755,Khris Middleton,SF,22,MIL,82,64,30.0,4.6,10.4,1.5,3.5,3.1,6.9,1.4,1.7,0.7,3.0,3.8,2.1,1.0,0.2,1.5,3.0,12.1,1.9,0.8,2.7,-1.2,-1.1,-2.3,-0.2,2014,middlkh01,  788872 ,0.012508871798937605
756,C.J. Miles,SG,26,CLE,51,34,19.3,3.5,8.0,1.6,4.1,1.9,3.9,1.3,1.5,0.4,1.7,2.0,1.0,0.9,0.3,0.9,2.0,9.9,1.5,0.9,2.5,1.5,0.9,2.4,1.1,2014,milescj01,  2225000 ,0.03528105922460953
757,Andre Miller,SG,37,TOT,58,2,16.9,1.8,4.0,0.2,0.4,1.6,3.6,1.0,1.3,0.5,1.8,2.2,3.4,0.6,0.2,1.1,1.3,4.9,1.4,0.8,2.2,-0.3,1.1,0.8,0.7,2014,millean02,  5000000 ,0.07928327915642591
758,Darius Miller,SF,23,NOP,45,7,16.1,1.6,3.7,0.6,1.7,1.1,2.0,0.6,0.8,0.2,1.0,1.2,1.0,0.5,0.2,0.5,2.0,4.4,0.6,0.2,0.8,-2.8,0.0,-2.8,-0.1,2014,milleda01,  788872 ,0.012508871798937605
759,Mike Miller,SF,33,MEM,82,4,20.8,2.6,5.4,1.3,2.8,1.3,2.6,0.6,0.7,0.4,2.2,2.5,1.6,0.3,0.1,0.9,1.2,7.1,2.6,1.4,3.9,0.7,-0.3,0.4,1.0,2014,millemi01,  1399507 ,0.022191500832474433
760,Mike Miller,SF,33,MEM,82,4,20.8,2.6,5.4,1.3,2.8,1.3,2.6,0.6,0.7,0.4,2.2,2.5,1.6,0.3,0.1,0.9,1.2,7.1,2.6,1.4,3.9,0.7,-0.3,0.4,1.0,2014,millemi01,  6200000 ,0.09831126615396812
761,Quincy Miller,PF,21,DEN,52,16,15.2,1.8,4.9,0.6,1.8,1.2,3.1,0.8,1.1,0.7,2.1,2.8,0.5,0.4,0.6,0.9,1.3,4.9,-0.7,0.7,0.0,-3.4,-0.4,-3.7,-0.4,2014,millequ01,  788872 ,0.012508871798937605
762,Patty Mills,PG,25,SAS,81,2,18.9,3.8,8.2,1.7,3.9,2.1,4.3,0.9,1.0,0.4,1.7,2.1,1.8,0.8,0.1,0.8,1.4,10.2,3.4,2.1,5.6,2.9,1.1,4.0,2.3,2014,millspa02,  1133950 ,0.017980654879885833
763,Paul Millsap,PF,28,ATL,74,73,33.5,6.5,14.1,1.0,2.9,5.5,11.3,3.9,5.3,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8,17.9,2.7,4.0,6.7,1.4,1.3,2.8,3.0,2014,millspa01,  9500000 ,0.15063823039720922
764,Tony Mitchell,PF,21,DET,21,0,3.8,0.2,0.6,0.0,0.0,0.2,0.5,0.5,0.9,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1.0,0.1,0.1,0.2,0.5,-0.1,0.4,0.0,2014,mitchto02,  500000 ,0.00792832791564259
765,Tony Mitchell,PF,21,DET,21,0,3.8,0.2,0.6,0.0,0.0,0.2,0.5,0.5,0.9,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1.0,0.1,0.1,0.2,0.5,-0.1,0.4,0.0,2014,mitchto02,  28834 ,0.00045721081423927696
766,Tony Mitchell,SF,24,MIL,3,0,3.3,1.0,1.7,0.0,0.3,1.0,1.3,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.1,9.0,1.7,10.6,0.0,2014,mitchto03,  500000 ,0.00792832791564259
767,Tony Mitchell,SF,24,MIL,3,0,3.3,1.0,1.7,0.0,0.3,1.0,1.3,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.1,9.0,1.7,10.6,0.0,2014,mitchto03,  28834 ,0.00045721081423927696
768,Nazr Mohammed,C,36,CHI,80,1,7.0,0.7,1.6,0.0,0.0,0.7,1.6,0.2,0.4,0.8,1.4,2.2,0.3,0.2,0.4,0.5,1.0,1.6,-0.4,1.2,0.8,-5.1,1.2,-3.9,-0.3,2014,mohamna01,  1399507 ,0.022191500832474433
769,Greg Monroe,PF,23,DET,82,82,32.8,6.1,12.4,0.0,0.0,6.1,12.4,2.9,4.5,3.1,6.1,9.3,2.1,1.1,0.6,2.0,2.5,15.2,3.7,2.3,5.9,0.6,-0.6,0.1,1.4,2014,monrogr01,  4086454 ,0.06479749464837865
770,E'Twaun Moore,SG,24,ORL,79,3,19.1,2.5,5.8,0.7,2.0,1.7,3.7,0.7,0.9,0.4,1.4,1.7,1.4,0.8,0.2,0.7,1.3,6.3,0.6,1.1,1.7,-1.9,0.3,-1.6,0.2,2014,mooreet01,  884293 ,0.014021929755014668
771,Darius Morris,PG,23,TOT,27,0,11.6,1.4,3.6,0.4,1.4,1.0,2.1,0.6,1.0,0.3,0.7,1.0,1.6,0.5,0.0,1.0,1.2,4.0,-0.1,0.2,0.0,-3.6,-0.9,-4.5,-0.2,2014,morrida01,  104034 ,0.0016496313327519225
772,Darius Morris,PG,23,TOT,27,0,11.6,1.4,3.6,0.4,1.4,1.0,2.1,0.6,1.0,0.3,0.7,1.0,1.6,0.5,0.0,1.0,1.2,4.0,-0.1,0.2,0.0,-3.6,-0.9,-4.5,-0.2,2014,morrida01,  52017 ,0.0008248156663759613
773,Darius Morris,PG,23,TOT,27,0,11.6,1.4,3.6,0.4,1.4,1.0,2.1,0.6,1.0,0.3,0.7,1.0,1.6,0.5,0.0,1.0,1.2,4.0,-0.1,0.2,0.0,-3.6,-0.9,-4.5,-0.2,2014,morrida01,  114438 ,0.0018146039800206136
774,Marcus Morris,SF,24,PHO,82,1,22.0,3.5,7.9,1.2,3.2,2.3,4.8,1.5,1.9,1.0,2.9,3.9,1.1,0.9,0.2,1.2,1.9,9.7,2.3,1.8,4.2,0.6,-0.1,0.5,1.1,2014,morrima03,  2096760 ,0.03324760168080552
775,Markieff Morris,PF,24,PHO,81,0,26.6,5.1,10.4,0.4,1.3,4.7,9.1,3.2,4.0,1.7,4.3,6.0,1.8,0.8,0.6,1.8,2.9,13.8,4.0,2.4,6.4,0.8,0.2,1.0,1.6,2014,morrima02,  2207040 ,0.034996273685879646
776,Anthony Morrow,SG,28,NOP,76,9,18.8,3.1,6.8,1.2,2.6,2.0,4.3,0.9,1.1,0.4,1.5,1.8,0.8,0.5,0.2,0.7,1.3,8.4,2.1,0.3,2.4,0.7,-1.6,-0.9,0.4,2014,morroan01,  1027424 ,0.016291508760802348
777,Arnett Moultrie,PF,23,PHI,12,2,15.6,1.3,3.2,0.0,0.0,1.3,3.2,0.3,0.4,0.9,2.0,2.9,0.2,0.7,0.3,0.6,1.8,3.0,-0.1,0.1,0.0,-5.9,-1.4,-7.3,-0.3,2014,moultar01,  1089240 ,0.017271703797669073
778,Timofey Mozgov,C,27,DEN,82,30,21.6,3.5,6.6,0.0,0.3,3.4,6.4,2.4,3.2,2.1,4.4,6.4,0.8,0.3,1.2,1.5,2.6,9.4,2.6,1.9,4.5,-0.9,0.0,-0.8,0.5,2014,mozgoti01,  4400000 ,0.0697692856576548
779,Shabazz Muhammad,SG,21,MIN,37,0,7.8,1.5,3.4,0.1,0.3,1.5,3.1,0.7,1.1,0.6,0.8,1.4,0.2,0.2,0.0,0.4,0.6,3.9,0.1,0.2,0.3,-2.2,-2.3,-4.5,-0.2,2014,muhamsh01,  1887120 ,0.029923412352334894
780,Byron Mullens,C,24,TOT,45,0,9.2,1.6,3.7,0.7,2.0,0.9,1.7,0.2,0.4,0.5,1.5,2.0,0.3,0.3,0.2,0.6,1.4,4.2,0.1,0.4,0.5,-0.8,-0.8,-1.7,0.0,2014,mulleby01,  947907 ,0.015030635059066043
781,Erik Murphy,C,23,CHI,24,0,2.6,0.1,0.5,0.0,0.1,0.1,0.4,0.0,0.0,0.1,0.3,0.3,0.1,0.0,0.2,0.1,0.3,0.3,-0.2,0.1,-0.1,-9.0,0.3,-8.6,-0.1,2014,murpher01,  449812 ,0.00713251407278205
782,Erik Murphy,C,23,CHI,24,0,2.6,0.1,0.5,0.0,0.1,0.1,0.4,0.0,0.0,0.1,0.3,0.3,0.1,0.0,0.2,0.1,0.3,0.3,-0.2,0.1,-0.1,-9.0,0.3,-8.6,-0.1,2014,murpher01,  34601 ,0.0005486561484182986
783,Toure' Murry,PG,24,NYK,51,0,7.3,1.1,2.5,0.1,0.2,1.0,2.3,0.5,0.8,0.3,0.6,0.9,1.0,0.4,0.0,0.7,0.9,2.7,-0.3,0.3,0.0,-3.7,-0.7,-4.4,-0.2,2014,murryto01,  490180 ,0.00777261555537937
784,Mike Muscala,PF,22,ATL,20,0,10.8,1.6,3.7,0.0,0.2,1.6,3.5,0.7,0.7,0.9,1.8,2.6,0.4,0.2,0.5,0.6,1.5,3.8,-0.1,0.2,0.2,-4.5,-1.0,-5.5,-0.2,2014,muscami01,  57668 ,0.0009144216284785539
785,Hamady N'Diaye,C,27,SAC,14,0,5.3,0.2,0.6,0.0,0.0,0.2,0.6,0.0,0.1,0.4,0.9,1.3,0.2,0.0,0.3,0.2,1.1,0.4,-0.1,0.1,0.0,-8.1,0.3,-7.8,-0.1,2014,ndiayha01,  364121 ,0.005773741377943392
786,Gary Neal,SG,29,TOT,52,3,21.4,3.7,9.1,1.3,3.5,2.4,5.6,1.8,2.0,0.2,1.5,1.7,1.6,0.3,0.0,1.2,1.3,10.5,0.6,0.3,1.0,-0.7,-2.3,-3.0,-0.3,2014,nealga01,  3250000 ,0.05153413145167684
787,Jameer Nelson,PG,31,ORL,68,68,32.0,4.3,11.0,2.0,5.8,2.3,5.2,1.4,1.6,0.4,3.0,3.4,7.0,0.8,0.1,2.4,2.1,12.1,1.6,1.2,2.8,0.6,-1.7,-1.1,0.5,2014,nelsoja01,  8600000 ,0.13636724014905258
788,Andrew Nicholson,PF,24,ORL,76,5,15.4,2.4,5.5,0.4,1.2,2.0,4.4,0.6,0.8,0.7,2.7,3.4,0.3,0.2,0.3,0.7,2.0,5.7,-0.4,1.0,0.6,-3.9,-1.2,-5.1,-0.9,2014,nichoan01,  1482000 ,0.02349956394196464
789,Joakim Noah,C,28,CHI,80,80,35.3,4.8,10.0,0.0,0.0,4.8,10.0,3.1,4.2,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1,12.6,4.5,6.6,11.2,1.7,3.6,5.3,5.2,2014,noahjo01,  11100000 ,0.17600887972726553
790,Steve Novak,PF,30,TOR,54,1,10.0,1.1,2.7,1.0,2.3,0.1,0.4,0.1,0.1,0.1,0.9,1.1,0.2,0.2,0.1,0.1,0.8,3.3,1.0,0.5,1.4,1.5,-0.1,1.5,0.5,2014,novakst01,  3750000 ,0.059462459367319434
791,Dirk Nowitzki,PF,35,DAL,80,80,32.9,7.9,15.9,1.6,4.1,6.3,11.8,4.2,4.7,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,8.6,2.3,10.9,5.0,0.0,5.0,4.7,2014,nowitdi01,  22721381 ,0.3602851185285023
792,James Nunnally,SF,23,TOT,13,0,12.7,1.2,3.5,0.6,1.9,0.5,1.6,0.5,0.7,0.1,1.4,1.5,0.6,0.5,0.2,0.5,0.8,3.4,-0.2,0.1,-0.1,-4.3,-1.1,-5.4,-0.1,2014,nunnaja01,  57668 ,0.0009144216284785539
793,James Nunnally,SF,23,TOT,13,0,12.7,1.2,3.5,0.6,1.9,0.5,1.6,0.5,0.7,0.1,1.4,1.5,0.6,0.5,0.2,0.5,0.8,3.4,-0.2,0.1,-0.1,-4.3,-1.1,-5.4,-0.1,2014,nunnaja01,  57668 ,0.0009144216284785539
794,Jermaine O'Neal,PF,35,GSW,44,13,20.1,2.8,5.6,0.0,0.0,2.8,5.6,2.3,3.0,1.9,3.6,5.5,0.6,0.3,0.9,1.2,2.3,7.9,1.3,1.4,2.7,-1.6,0.2,-1.4,0.1,2014,onealje01,  2000000 ,0.03171331166257036
795,Kyle O'Quinn,C,23,ORL,69,19,17.2,2.7,5.4,0.0,0.0,2.7,5.3,0.8,1.2,1.4,3.8,5.3,1.1,0.6,1.3,1.1,2.4,6.2,0.5,2.0,2.5,-2.2,1.9,-0.3,0.5,2014,oquinky01,  788872 ,0.012508871798937605
